pokemon_1,type_1,hp_1,attack_1,defense_1,speed_1,pokemon_2,type_2,hp_2,attack_2,defense_2,speed_2,type_mult_1_vs_2,type_mult_2_vs_1,hp_diff,attack_diff,defense_diff,speed_diff,stat_total_diff,turns,winner
Hitmonlee,Fighting,60,45,18,36,Magikarp,Water,60,15,19,33,1.0,1.0,0,30,-1,3,32,2,1
Muk,Poison,115,39,26,21,Gengar,Ghost,66,24,21,46,0.5,1.0,49,15,5,-25,44,5,1
Vaporeon,Water,143,24,21,27,Rattata,Normal,60,21,12,30,1.0,1.0,83,3,9,-3,92,2,1
Primeape,Fighting,71,39,21,39,Ninetales,Fire,80,28,26,42,1.0,1.0,-9,11,-5,-3,-6,4,0
Slowpoke,Water,99,24,22,10,Charmander,Fire,60,19,15,27,2.0,0.5,39,5,7,-17,34,2,1
Butterfree,Bug,66,17,17,29,Seel,Water,71,17,19,18,1.0,1.0,-5,0,-2,11,4,4,0
Parasect,Bug,66,36,28,12,Tangela,Grass,71,20,40,25,2.0,0.5,-5,16,-12,-13,-14,3,1
Lapras,Water,143,32,28,25,Shellder,Water,60,24,35,16,0.5,0.5,83,8,-7,9,93,8,1
Abra,Psychic,60,15,12,37,Poliwhirl,Water,71,24,22,37,1.0,1.0,-11,-9,-10,0,-30,2,0
Vulpix,Fire,60,15,14,27,Blastoise,Water,86,31,35,32,0.5,2.0,-26,-16,-21,-5,-68,1,0
Pidgeotto,Normal,69,22,19,29,Poliwhirl,Water,71,24,22,37,1.0,1.0,-2,-2,-3,-8,-15,4,0
Horsea,Water,60,15,24,25,Shellder,Water,60,24,35,16,0.5,0.5,0,-9,-11,9,-11,7,0
Mankey,Fighting,60,30,12,29,Vileplume,Grass,82,30,29,21,1.0,1.0,-22,0,-17,8,-31,2,0
Nidorina,Poison,77,23,23,23,Mew,Psychic,110,38,35,42,1.0,2.0,-33,-15,-12,-19,-79,2,0
Weedle,Bug,60,15,12,21,Tentacool,Water,60,15,12,29,1.0,1.0,0,0,0,-8,-8,4,0
Tauros,Normal,82,38,33,46,Seaking,Water,88,34,22,28,1.0,1.0,-6,4,11,18,27,3,1
Magneton,Electric,60,22,33,29,Golbat,Poison,82,30,24,37,1.0,1.0,-22,-8,9,-8,-29,4,0
Metapod,Bug,60,15,19,12,Sandslash,Ground,82,38,38,27,1.0,0.5,-22,-23,-19,-15,-79,4,0
Ditto,Normal,60,18,16,20,Eevee,Normal,60,20,17,23,1.0,1.0,0,-2,-1,-3,-6,3,0
Mr-mime,Psychic,60,17,22,37,Flareon,Fire,71,49,21,27,1.0,1.0,-11,-32,1,10,-32,2,0
Clefairy,Fairy,77,17,16,14,Nidoran-m,Poison,60,21,14,21,0.5,2.0,17,-4,2,-7,8,2,0
Geodude,Rock,60,30,35,10,Poliwrath,Water,99,36,33,29,1.0,2.0,-39,-6,2,-19,-62,2,0
Slowpoke,Water,99,24,22,10,Magneton,Electric,60,22,33,29,1.0,2.0,39,2,-11,-19,11,3,0
Tauros,Normal,82,38,33,46,Meowth,Normal,60,17,12,37,1.0,1.0,22,21,21,9,73,2,1
Clefairy,Fairy,77,17,16,14,Exeggcute,Grass,66,15,28,16,1.0,1.0,11,2,-12,-2,-1,5,0
Rattata,Normal,60,21,12,30,Poliwhirl,Water,71,24,22,37,1.0,1.0,-11,-3,-10,-7,-31,2,0
Exeggutor,Grass,104,36,29,23,Seel,Water,71,17,19,18,2.0,0.5,33,19,10,5,67,2,1
Pidgeotto,Normal,69,22,19,29,Wigglytuff,Normal,154,26,15,18,1.0,1.0,-85,-4,4,11,-74,3,0
Persian,Normal,71,26,21,48,Pikachu,Electric,60,20,14,37,1.0,1.0,11,6,7,11,35,3,1
Clefairy,Fairy,77,17,16,14,Tangela,Grass,71,20,40,25,1.0,1.0,6,-3,-24,-11,-32,4,0
Krabby,Water,60,39,31,21,Psyduck,Water,60,19,16,23,0.5,0.5,0,20,15,-2,33,3,1
Cubone,Ground,60,19,33,14,Hitmonchan,Fighting,60,39,27,31,1.0,1.0,0,-20,6,-17,-31,4,0
Ninetales,Fire,80,28,26,42,Gengar,Ghost,66,24,21,46,1.0,1.0,14,4,5,-4,19,3,1
Golbat,Poison,82,30,24,37,Vileplume,Grass,82,30,29,21,2.0,0.5,0,0,-5,16,11,3,1
Omastar,Rock,77,22,43,23,Pidgey,Normal,60,17,14,23,1.0,0.5,17,5,29,0,51,3,1
Starmie,Water,66,28,29,48,Electabuzz,Electric,71,31,19,44,1.0,2.0,-5,-3,10,4,6,2,0
Eevee,Normal,60,20,17,23,Rapidash,Fire,71,38,24,44,1.0,1.0,-11,-18,-7,-21,-57,2,0
Omastar,Rock,77,22,43,23,Arbok,Poison,66,36,24,33,1.0,0.5,11,-14,19,-10,6,5,1
Slowbro,Water,104,28,38,12,Ivysaur,Grass,66,23,22,25,0.5,2.0,38,5,16,-13,46,5,0
Machop,Fighting,77,30,17,14,Ivysaur,Grass,66,23,22,25,1.0,1.0,11,7,-5,-11,2,3,1
Electrode,Electric,66,19,24,60,Lickitung,Normal,99,20,26,12,1.0,1.0,-33,-1,-2,48,12,5,0
Mr-mime,Psychic,60,17,22,37,Kadabra,Psychic,60,15,12,44,0.5,0.5,0,2,10,-7,5,5,1
Graveler,Rock,60,36,40,14,Abra,Psychic,60,15,12,37,1.0,1.0,0,21,28,-23,26,2,1
Hypno,Psychic,93,27,24,28,Charmeleon,Fire,63,24,20,33,1.0,1.0,30,3,4,-5,32,3,1
Venusaur,Grass,88,31,29,33,Porygon,Normal,71,22,24,16,1.0,1.0,17,9,5,17,48,4,1
Sandslash,Ground,82,38,38,27,Starmie,Water,66,28,29,48,1.0,2.0,16,10,9,-21,14,4,0
Tangela,Grass,71,20,40,25,Wigglytuff,Normal,154,26,15,18,1.0,1.0,-83,-6,25,7,-57,7,0
Weezing,Poison,71,34,42,25,Jolteon,Electric,71,24,21,54,1.0,1.0,0,10,21,-29,2,3,1
Psyduck,Water,60,19,16,23,Arcanine,Fire,99,41,28,39,2.0,0.5,-39,-22,-12,-16,-89,3,0
Raticate,Normal,60,30,21,40,Ninetales,Fire,80,28,26,42,1.0,1.0,-20,2,-5,-2,-25,3,0
Victreebel,Grass,88,39,22,29,Raticate,Normal,60,30,21,40,1.0,1.0,28,9,1,-11,27,3,1
Magmar,Fire,71,36,19,39,Clefable,Fairy,104,26,25,25,1.0,0.5,-33,10,-6,14,-15,5,1
Butterfree,Bug,66,17,17,29,Kingler,Water,60,49,40,31,1.0,1.0,6,-32,-23,-2,-51,2,0
Dragonair,Dragon,67,31,22,29,Sandshrew,Ground,60,28,29,16,1.0,1.0,7,3,-7,13,16,4,1
Vulpix,Fire,60,15,14,27,Seel,Water,71,17,19,18,0.5,2.0,-11,-2,-5,9,-9,2,0
Snorlax,Normal,176,41,22,12,Bellsprout,Grass,60,28,12,16,1.0,1.0,116,13,10,-4,135,1,1
Rapidash,Fire,71,38,24,44,Weepinbell,Grass,71,34,17,23,2.0,0.5,0,4,7,21,32,1,1
Clefable,Fairy,104,26,25,25,Psyduck,Water,60,19,16,23,1.0,1.0,44,7,9,2,62,3,1
Beedrill,Bug,71,34,14,31,Dragonair,Dragon,67,31,22,29,1.0,1.0,4,3,-8,2,1,2,0
Ekans,Poison,60,22,15,23,Koffing,Poison,60,24,33,14,0.5,0.5,0,-2,-18,9,-11,5,0
Farfetchd,Normal,60,34,19,25,Arcanine,Fire,99,41,28,39,1.0,1.0,-39,-7,-9,-14,-69,2,0
Golduck,Water,88,31,27,35,Alakazam,Psychic,60,19,15,50,1.0,1.0,28,12,12,-15,37,2,1
Graveler,Rock,60,36,40,14,Rapidash,Fire,71,38,24,44,2.0,0.5,-11,-2,16,-30,-27,2,1
Poliwhirl,Water,71,24,22,37,Pikachu,Electric,60,20,14,37,1.0,2.0,11,4,8,0,23,3,1
Jigglypuff,Normal,126,17,12,10,Exeggutor,Grass,104,36,29,23,1.0,1.0,22,-19,-17,-13,-27,3,0
Onix,Rock,60,17,50,29,Primeape,Fighting,71,39,21,39,0.5,2.0,-11,-22,29,-10,-14,3,0
Venomoth,Bug,77,24,21,37,Poliwag,Water,60,19,14,37,1.0,1.0,17,5,7,0,29,3,1
Sandslash,Ground,82,38,38,27,Spearow,Normal,60,22,12,29,1.0,1.0,22,16,26,-2,62,2,1
Abra,Psychic,60,15,12,37,Beedrill,Bug,71,34,14,31,1.0,2.0,-11,-19,-2,6,-26,1,0
Sandslash,Ground,82,38,38,27,Onix,Rock,60,17,50,29,2.0,0.5,22,21,-12,-2,29,2,1
Arcanine,Fire,99,41,28,39,Growlithe,Fire,60,26,15,25,0.5,0.5,39,15,13,14,81,3,1
Drowzee,Psychic,66,18,15,17,Vileplume,Grass,82,30,29,21,1.0,1.0,-16,-12,-14,-4,-46,2,0
Jynx,Ice,71,19,12,39,Charmander,Fire,60,19,15,27,0.5,2.0,11,0,-3,12,20,2,0
Mewtwo,Psychic,116,41,31,54,Staryu,Water,60,17,19,35,1.0,1.0,56,24,12,19,111,2,1
Mewtwo,Psychic,116,41,31,54,Wartortle,Water,64,23,28,24,1.0,1.0,52,18,3,30,103,3,1
Diglett,Ground,60,20,12,39,Bulbasaur,Grass,60,18,17,18,0.5,2.0,0,2,-5,21,18,2,0
Clefable,Fairy,104,26,25,25,Gyarados,Water,104,47,27,34,1.0,1.0,0,-21,-2,-9,-32,4,0
Electrode,Electric,66,19,24,60,Sandslash,Ground,82,38,38,27,0.0,2.0,-16,-19,-14,33,-16,2,0
Vaporeon,Water,143,24,21,27,Marowak,Ground,66,30,38,18,2.0,1.0,77,-6,-17,9,63,4,1
Weepinbell,Grass,71,34,17,23,Exeggutor,Grass,104,36,29,23,0.5,0.5,-33,-2,-12,0,-47,5,0
Arbok,Poison,66,36,24,33,Chansey,Normal,180,15,12,21,1.0,1.0,-114,21,12,12,-69,4,1
Wigglytuff,Normal,154,26,15,18,Hitmonlee,Fighting,60,45,18,36,1.0,2.0,94,-19,-3,-18,54,2,0
Bellsprout,Grass,60,28,12,16,Psyduck,Water,60,19,16,23,2.0,0.5,0,9,-4,-7,-2,2,1
Charmeleon,Fire,63,24,20,33,Diglett,Ground,60,20,12,39,1.0,2.0,3,4,8,-6,9,2,0
Rhyhorn,Ground,88,32,33,10,Magmar,Fire,71,36,19,39,2.0,1.0,17,-4,14,-29,-2,2,1
Rhyhorn,Ground,88,32,33,10,Lapras,Water,143,32,28,25,1.0,2.0,-55,0,5,-15,-65,3,0
Horsea,Water,60,15,24,25,Sandshrew,Ground,60,28,29,16,2.0,1.0,0,-13,-5,9,-9,4,1
Butterfree,Bug,66,17,17,29,Geodude,Rock,60,30,35,10,1.0,2.0,6,-13,-18,19,-6,2,0
Gengar,Ghost,66,24,21,46,Weedle,Bug,60,15,12,21,1.0,0.5,6,9,9,25,49,2,1
Vaporeon,Water,143,24,21,27,Sandshrew,Ground,60,28,29,16,2.0,1.0,83,-4,-8,11,82,3,1
Hypno,Psychic,93,27,24,28,Exeggcute,Grass,66,15,28,16,1.0,1.0,27,12,-4,12,47,4,1
Golduck,Water,88,31,27,35,Fearow,Normal,71,34,22,42,1.0,1.0,17,-3,5,-7,12,4,1
Weedle,Bug,60,15,12,21,Jigglypuff,Normal,126,17,12,10,1.0,1.0,-66,-2,0,11,-57,3,0
Chansey,Normal,180,15,12,21,Ponyta,Fire,60,32,19,37,1.0,1.0,120,-17,-7,-16,80,5,0
Staryu,Water,60,17,19,35,Horsea,Water,60,15,24,25,0.5,0.5,0,2,-5,10,7,9,0
Omanyte,Rock,60,15,35,14,Kingler,Water,60,49,40,31,1.0,2.0,0,-34,-5,-17,-56,2,0
Kabuto,Rock,60,30,31,23,Magneton,Electric,60,22,33,29,1.0,1.0,0,8,-2,-6,0,4,1
Ivysaur,Grass,66,23,22,25,Kadabra,Psychic,60,15,12,44,1.0,1.0,6,8,10,-19,5,2,1
Electabuzz,Electric,71,31,19,44,Pidgey,Normal,60,17,14,23,1.0,1.0,11,14,5,21,51,2,1
Dragonair,Dragon,67,31,22,29,Vulpix,Fire,60,15,14,27,1.0,0.5,7,16,8,2,33,2,1
Pidgey,Normal,60,17,14,23,Sandshrew,Ground,60,28,29,16,1.0,1.0,0,-11,-15,7,-19,2,0
Hitmonlee,Fighting,60,45,18,36,Shellder,Water,60,24,35,16,1.0,1.0,0,21,-17,20,24,3,1
Onix,Rock,60,17,50,29,Venusaur,Grass,88,31,29,33,1.0,2.0,-28,-14,21,-4,-25,3,0
Poliwag,Water,60,19,14,37,Beedrill,Bug,71,34,14,31,1.0,1.0,-11,-15,0,6,-20,2,0
Graveler,Rock,60,36,40,14,Clefairy,Fairy,77,17,16,14,1.0,1.0,-17,19,24,0,26,3,1
Grimer,Poison,88,30,17,10,Charmander,Fire,60,19,15,27,1.0,1.0,28,11,2,-17,24,2,1
Kadabra,Psychic,60,15,12,44,Scyther,Bug,77,41,28,44,1.0,2.0,-17,-26,-16,0,-59,1,0
Abra,Psychic,60,15,12,37,Lapras,Water,143,32,28,25,1.0,1.0,-83,-17,-16,12,-104,2,0
Raichu,Electric,66,34,19,46,Eevee,Normal,60,20,17,23,1.0,1.0,6,14,2,23,45,2,1
Kadabra,Psychic,60,15,12,44,Dodrio,Normal,66,41,24,46,1.0,1.0,-6,-26,-12,-2,-46,1,0
Zubat,Poison,60,17,12,23,Seadra,Water,60,24,33,35,1.0,1.0,0,-7,-21,-12,-40,2,0
Dewgong,Water,99,26,28,29,Graveler,Rock,60,36,40,14,2.0,1.0,39,-10,-12,15,32,3,1
Gloom,Grass,66,24,24,16,Exeggutor,Grass,104,36,29,23,0.5,0.5,-38,-12,-5,-7,-62,6,0
Dragonite,Dragon,100,50,33,33,Moltres,Fire,99,38,31,37,1.0,0.5,1,12,2,-4,11,4,1
Nidoran-f,Poison,60,17,18,17,Hypno,Psychic,93,27,24,28,1.0,2.0,-33,-10,-6,-11,-60,2,0
Geodude,Rock,60,30,35,10,Magikarp,Water,60,15,19,33,1.0,2.0,0,15,16,-23,8,3,1
Butterfree,Bug,66,17,17,29,Eevee,Normal,60,20,17,23,1.0,1.0,6,-3,0,6,9,4,1
Raticate,Normal,60,30,21,40,Bulbasaur,Grass,60,18,17,18,1.0,1.0,0,12,4,22,38,3,1
Dodrio,Normal,66,41,24,46,Hitmonchan,Fighting,60,39,27,31,1.0,2.0,6,2,-3,15,20,2,0
Cloyster,Water,60,36,50,29,Victreebel,Grass,88,39,22,29,0.5,2.0,-28,-3,28,0,-3,2,0
Slowpoke,Water,99,24,22,10,Oddish,Grass,60,19,19,12,0.5,2.0,39,5,3,-2,45,4,0
Machamp,Fighting,99,49,28,23,Nidoking,Poison,89,38,26,35,0.5,1.0,10,11,2,-12,11,5,0
Rhyhorn,Ground,88,32,33,10,Weepinbell,Grass,71,34,17,23,0.5,2.0,17,-2,16,-13,18,3,0
Abra,Psychic,60,15,12,37,Rattata,Normal,60,21,12,30,1.0,1.0,0,-6,0,7,1,2,0
Doduo,Normal,60,32,15,31,Charmander,Fire,60,19,15,27,1.0,1.0,0,13,0,4,17,2,1
Cubone,Ground,60,19,33,14,Charizard,Fire,85,31,27,42,2.0,1.0,-25,-12,6,-28,-59,4,0
Doduo,Normal,60,32,15,31,Weezing,Poison,71,34,42,25,1.0,1.0,-11,-2,-27,6,-34,2,0
Magikarp,Water,60,15,19,33,Sandshrew,Ground,60,28,29,16,2.0,1.0,0,-13,-10,17,-6,3,0
Ivysaur,Grass,66,23,22,25,Lapras,Water,143,32,28,25,2.0,0.5,-77,-9,-6,0,-92,5,1
Pikachu,Electric,60,20,14,37,Eevee,Normal,60,20,17,23,1.0,1.0,0,0,-3,14,11,3,0
Persian,Normal,71,26,21,48,Venusaur,Grass,88,31,29,33,1.0,1.0,-17,-5,-8,15,-15,3,0
Seadra,Water,60,24,33,35,Nidoking,Poison,89,38,26,35,1.0,1.0,-29,-14,7,0,-36,4,0
Growlithe,Fire,60,26,15,25,Kabuto,Rock,60,30,31,23,0.5,2.0,0,-4,-16,2,-18,1,0
Magnemite,Electric,60,15,24,18,Psyduck,Water,60,19,16,23,2.0,1.0,0,-4,8,-5,-1,2,1
Dodrio,Normal,66,41,24,46,Slowbro,Water,104,28,38,12,1.0,1.0,-38,13,-14,34,-5,4,0
Grimer,Poison,88,30,17,10,Pidgeotto,Normal,69,22,19,29,1.0,1.0,19,8,-2,-19,6,3,1
Aerodactyl,Rock,88,39,22,54,Hitmonlee,Fighting,60,45,18,36,0.5,2.0,28,-6,4,18,44,2,0
Hitmonlee,Fighting,60,45,18,36,Magnemite,Electric,60,15,24,18,1.0,1.0,0,30,-6,18,42,2,1
Oddish,Grass,60,19,19,12,Graveler,Rock,60,36,40,14,2.0,1.0,0,-17,-21,-2,-40,3,0
Hitmonchan,Fighting,60,39,27,31,Jynx,Ice,71,19,12,39,2.0,1.0,-11,20,15,-8,16,1,1
Gengar,Ghost,66,24,21,46,Raticate,Normal,60,30,21,40,0.0,0.0,6,-6,0,6,6,15,1
Mewtwo,Psychic,116,41,31,54,Charizard,Fire,85,31,27,42,1.0,1.0,31,10,4,12,57,4,1
Dragonite,Dragon,100,50,33,33,Meowth,Normal,60,17,12,37,1.0,1.0,40,33,21,-4,90,1,1
Hypno,Psychic,93,27,24,28,Gloom,Grass,66,24,24,16,1.0,1.0,27,3,0,12,42,4,1
Growlithe,Fire,60,26,15,25,Dewgong,Water,99,26,28,29,0.5,2.0,-39,0,-13,-4,-56,1,0
Poliwrath,Water,99,36,33,29,Mew,Psychic,110,38,35,42,1.0,1.0,-11,-2,-2,-13,-28,6,0
Weedle,Bug,60,15,12,21,Golem,Rock,88,45,45,18,1.0,2.0,-28,-30,-33,3,-88,1,0
Gloom,Grass,66,24,24,16,Magmar,Fire,71,36,19,39,0.5,2.0,-5,-12,5,-23,-35,2,0
Parasect,Bug,66,36,28,12,Magmar,Fire,71,36,19,39,0.5,2.0,-5,0,9,-27,-23,2,0
Golbat,Poison,82,30,24,37,Muk,Poison,115,39,26,21,0.5,0.5,-33,-9,-2,16,-28,7,0
Tentacruel,Water,88,26,22,42,Persian,Normal,71,26,21,48,1.0,1.0,17,0,1,-6,12,4,1
Charmander,Fire,60,19,15,27,Magikarp,Water,60,15,19,33,0.5,2.0,0,4,-4,-6,-6,2,0
Pidgeot,Normal,91,30,26,42,Dratini,Dragon,60,24,15,21,1.0,1.0,31,6,11,21,69,3,1
Jynx,Ice,71,19,12,39,Dewgong,Water,99,26,28,29,0.5,1.0,-28,-7,-16,10,-41,3,0
Kabuto,Rock,60,30,31,23,Dratini,Dragon,60,24,15,21,1.0,1.0,0,6,16,2,24,2,1
Paras,Bug,60,26,19,10,Graveler,Rock,60,36,40,14,1.0,2.0,0,-10,-21,-4,-35,2,0
Mewtwo,Psychic,116,41,31,54,Starmie,Water,66,28,29,48,1.0,1.0,50,13,2,6,71,3,1
Farfetchd,Normal,60,34,19,25,Moltres,Fire,99,38,31,37,1.0,1.0,-39,-4,-12,-12,-67,2,0
Nidoran-f,Poison,60,17,18,17,Weezing,Poison,71,34,42,25,0.5,0.5,-11,-17,-24,-8,-60,5,0
Nidorina,Poison,77,23,23,23,Moltres,Fire,99,38,31,37,1.0,1.0,-22,-15,-8,-14,-59,3,0
Nidorino,Poison,67,27,19,27,Dewgong,Water,99,26,28,29,1.0,1.0,-32,1,-9,-2,-42,3,0
Dodrio,Normal,66,41,24,46,Charizard,Fire,85,31,27,42,1.0,1.0,-19,10,-3,4,-8,4,1
Muk,Poison,115,39,26,21,Charizard,Fire,85,31,27,42,1.0,1.0,30,8,-1,-21,16,4,1
Kangaskhan,Normal,115,36,28,37,Vulpix,Fire,60,15,14,27,1.0,1.0,55,21,14,10,100,2,1
Wigglytuff,Normal,154,26,15,18,Seadra,Water,60,24,33,35,1.0,1.0,94,2,-18,-17,61,5,1
Pidgeot,Normal,91,30,26,42,Vileplume,Grass,82,30,29,21,1.0,1.0,9,0,-3,21,27,5,1
Clefable,Fairy,104,26,25,25,Geodude,Rock,60,30,35,10,1.0,1.0,44,-4,-10,15,45,5,1
Kingler,Water,60,49,40,31,Gloom,Grass,66,24,24,16,0.5,2.0,-6,25,16,15,50,3,0
Raticate,Normal,60,30,21,40,Sandshrew,Ground,60,28,29,16,1.0,1.0,0,2,-8,24,18,3,0
Staryu,Water,60,17,19,35,Caterpie,Bug,60,15,12,18,1.0,1.0,0,2,7,17,26,3,1
Fearow,Normal,71,34,22,42,Porygon,Normal,71,22,24,16,1.0,1.0,0,12,-2,26,36,4,1
Moltres,Fire,99,38,31,37,Venusaur,Grass,88,31,29,33,2.0,0.5,11,7,2,4,24,3,1
Rhydon,Ground,115,49,42,16,Weepinbell,Grass,71,34,17,23,0.5,2.0,44,15,25,-7,77,4,1
Eevee,Normal,60,20,17,23,Seadra,Water,60,24,33,35,1.0,1.0,0,-4,-16,-12,-32,3,0
Flareon,Fire,71,49,21,27,Rattata,Normal,60,21,12,30,1.0,1.0,11,28,9,-3,45,2,1
Golbat,Poison,82,30,24,37,Gastly,Ghost,60,15,12,33,0.5,1.0,22,15,12,4,53,4,1
Rattata,Normal,60,21,12,30,Horsea,Water,60,15,24,25,1.0,1.0,0,6,-12,5,-1,3,0
Dewgong,Water,99,26,28,29,Starmie,Water,66,28,29,48,0.5,0.5,33,-2,-1,-19,11,10,1
Grimer,Poison,88,30,17,10,Arbok,Poison,66,36,24,33,0.5,0.5,22,-6,-7,-23,-14,6,0
Arbok,Poison,66,36,24,33,Exeggutor,Grass,104,36,29,23,2.0,0.5,-38,0,-5,10,-33,3,1
Electabuzz,Electric,71,31,19,44,Blastoise,Water,86,31,35,32,2.0,1.0,-15,0,-16,12,-19,3,1
Parasect,Bug,66,36,28,12,Bellsprout,Grass,60,28,12,16,2.0,0.5,6,8,16,-4,26,1,1
Horsea,Water,60,15,24,25,Slowpoke,Water,99,24,22,10,0.5,0.5,-39,-9,2,15,-31,8,0
Golduck,Water,88,31,27,35,Chansey,Normal,180,15,12,21,1.0,1.0,-92,16,15,14,-47,5,1
Sandshrew,Ground,60,28,29,16,Bulbasaur,Grass,60,18,17,18,0.5,2.0,0,10,12,-2,20,3,0
Slowbro,Water,104,28,38,12,Vulpix,Fire,60,15,14,27,2.0,0.5,44,13,24,-15,66,2,1
Gloom,Grass,66,24,24,16,Machop,Fighting,77,30,17,14,1.0,1.0,-11,-6,7,2,-8,4,1
Magmar,Fire,71,36,19,39,Slowbro,Water,104,28,38,12,0.5,2.0,-33,8,-19,27,-17,2,0
Shellder,Water,60,24,35,16,Vulpix,Fire,60,15,14,27,2.0,0.5,0,9,21,-11,19,2,1
Victreebel,Grass,88,39,22,29,Metapod,Bug,60,15,19,12,0.5,2.0,28,24,3,17,72,4,1
Arbok,Poison,66,36,24,33,Geodude,Rock,60,30,35,10,0.5,1.0,6,6,-11,23,24,3,0
Staryu,Water,60,17,19,35,Wartortle,Water,64,23,28,24,0.5,0.5,-4,-6,-9,11,-8,7,0
Omanyte,Rock,60,15,35,14,Paras,Bug,60,26,19,10,2.0,1.0,0,-11,16,4,9,3,1
Gengar,Ghost,66,24,21,46,Jigglypuff,Normal,126,17,12,10,0.0,0.0,-60,7,9,36,-8,17,0
Machamp,Fighting,99,49,28,23,Vaporeon,Water,143,24,21,27,1.0,1.0,-44,25,7,-4,-16,4,1
Vileplume,Grass,82,30,29,21,Victreebel,Grass,88,39,22,29,0.5,0.5,-6,-9,7,-8,-16,8,0
Venomoth,Bug,77,24,21,37,Raichu,Electric,66,34,19,46,1.0,1.0,11,-10,2,-9,-6,3,0
Weedle,Bug,60,15,12,21,Electrode,Electric,66,19,24,60,1.0,1.0,-6,-4,-12,-39,-61,3,0
Articuno,Ice,99,32,35,35,Slowbro,Water,104,28,38,12,0.5,1.0,-5,4,-3,23,19,8,0
Slowpoke,Water,99,24,22,10,Exeggutor,Grass,104,36,29,23,0.5,2.0,-5,-12,-7,-13,-37,2,0
Tangela,Grass,71,20,40,25,Arcanine,Fire,99,41,28,39,0.5,2.0,-28,-21,12,-14,-51,3,0
Oddish,Grass,60,19,19,12,Geodude,Rock,60,30,35,10,2.0,1.0,0,-11,-16,2,-25,3,1
Nidoran-m,Poison,60,21,14,21,Gloom,Grass,66,24,24,16,2.0,0.5,-6,-3,-10,5,-14,3,1
Blastoise,Water,86,31,35,32,Magikarp,Water,60,15,19,33,0.5,0.5,26,16,16,-1,57,5,1
Doduo,Normal,60,32,15,31,Parasect,Bug,66,36,28,12,1.0,1.0,-6,-4,-13,19,-4,2,0
Pidgeotto,Normal,69,22,19,29,Magmar,Fire,71,36,19,39,1.0,1.0,-2,-14,0,-10,-26,3,0
Golduck,Water,88,31,27,35,Tentacool,Water,60,15,12,29,0.5,0.5,28,16,15,6,65,3,1
Gloom,Grass,66,24,24,16,Oddish,Grass,60,19,19,12,0.5,0.5,6,5,5,4,20,6,1
Dragonite,Dragon,100,50,33,33,Growlithe,Fire,60,26,15,25,1.0,0.5,40,24,18,8,90,2,1
Ninetales,Fire,80,28,26,42,Growlithe,Fire,60,26,15,25,0.5,0.5,20,2,11,17,50,4,1
Starmie,Water,66,28,29,48,Moltres,Fire,99,38,31,37,2.0,0.5,-33,-10,-2,11,-34,4,1
Abra,Psychic,60,15,12,37,Psyduck,Water,60,19,16,23,1.0,1.0,0,-4,-4,14,6,3,0
Krabby,Water,60,39,31,21,Charmander,Fire,60,19,15,27,2.0,0.5,0,20,16,-6,30,1,1
Weedle,Bug,60,15,12,21,Ponyta,Fire,60,32,19,37,0.5,2.0,0,-17,-7,-16,-40,1,0
Blastoise,Water,86,31,35,32,Charmander,Fire,60,19,15,27,2.0,0.5,26,12,20,5,63,1,1
Magikarp,Water,60,15,19,33,Vileplume,Grass,82,30,29,21,0.5,2.0,-22,-15,-10,12,-35,2,0
Raticate,Normal,60,30,21,40,Mewtwo,Psychic,116,41,31,54,1.0,1.0,-56,-11,-10,-14,-91,3,0
Rhydon,Ground,115,49,42,16,Victreebel,Grass,88,39,22,29,0.5,2.0,27,10,20,-13,44,4,0
Marowak,Ground,66,30,38,18,Spearow,Normal,60,22,12,29,1.0,1.0,6,8,26,-11,29,2,1
Goldeen,Water,60,25,21,26,Rhydon,Ground,115,49,42,16,2.0,1.0,-55,-24,-21,10,-90,2,0
Shellder,Water,60,24,35,16,Exeggcute,Grass,66,15,28,16,0.5,2.0,-6,9,7,0,10,4,0
Eevee,Normal,60,20,17,23,Rhyhorn,Ground,88,32,33,10,1.0,1.0,-28,-12,-16,13,-43,3,0
Dragonair,Dragon,67,31,22,29,Muk,Poison,115,39,26,21,1.0,1.0,-48,-8,-4,8,-52,3,0
Gyarados,Water,104,47,27,34,Pidgey,Normal,60,17,14,23,1.0,1.0,44,30,13,11,98,2,1
Machoke,Fighting,88,38,24,18,Victreebel,Grass,88,39,22,29,1.0,1.0,0,-1,2,-11,-10,4,0
Vulpix,Fire,60,15,14,27,Magmar,Fire,71,36,19,39,0.5,0.5,-11,-21,-5,-12,-49,3,0
Exeggcute,Grass,66,15,28,16,Caterpie,Bug,60,15,12,18,0.5,2.0,6,0,16,-2,20,4,0
Tangela,Grass,71,20,40,25,Onix,Rock,60,17,50,29,2.0,1.0,11,3,-10,-4,0,4,1
Sandslash,Ground,82,38,38,27,Ditto,Normal,60,18,16,20,1.0,1.0,22,20,22,7,71,2,1
Bellsprout,Grass,60,28,12,16,Charizard,Fire,85,31,27,42,0.5,2.0,-25,-3,-15,-26,-69,1,0
Seel,Water,71,17,19,18,Slowbro,Water,104,28,38,12,0.5,0.5,-33,-11,-19,6,-57,6,0
Hitmonlee,Fighting,60,45,18,36,Staryu,Water,60,17,19,35,1.0,1.0,0,28,-1,1,28,2,1
